number,id,country,Country__colour,location,locImputation,nonJitLat,nonJitLong,latitude,longitude,collection_date,dateImputation,year,month,day
951,EBOV|G3814|KM233089|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.064356994,-10.84305191,2014-06-15,,2014,6,15
952,EBOV|G3816|KM233090|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.022047571,-10.77963644,2014-06-15,,2014,6,15
953,EBOV|G3817|KM233091|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.973961528,-10.82066604,2014-06-15,,2014,6,15
954,EBOV|G3818|KM233092|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.936716205,-10.79621213,2014-06-15,,2014,6,15
955,EBOV|G3819|KM233093|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.988163997,-10.79447571,2014-06-15,,2014,6,15
956,EBOV|G3820|KM233094|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.059349911,-10.79365091,2014-06-15,,2014,6,15
957,EBOV|G3821|KM233095|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.046813556,-10.83195328,2014-06-15,,2014,6,15
958,EBOV|G3822|KM233096|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.03326923,-10.84378047,2014-06-15,,2014,6,15
959,EBOV|G3823|KM233097|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.963282843,-10.84145453,2014-06-15,,2014,6,15
960,EBOV|G3825|KM233098|SLE|Kailahun|2014-06-16,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.049811826,-10.81116665,2014-06-16,,2014,6,16
961,EBOV|G3826|KM233100|SLE|Kailahun|2014-06-16,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.91953624,-10.90268773,2014-06-16,,2014,6,16
962,EBOV|G3827|KM233101|SLE|Kailahun|2014-06-16,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.930695586,-10.84083517,2014-06-16,,2014,6,16
963,EBOV|G3829|KM233102|SLE|Kailahun|2014-06-16,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.020463182,-10.84680328,2014-06-16,,2014,6,16
964,EBOV|G3831|KM233103|SLE|Kailahun|2014-06-16,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.015540436,-10.91798287,2014-06-16,,2014,6,16
965,EBOV|G3834|KM233104|SLE|Kailahun|2014-06-17,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.045233099,-10.83746033,2014-06-17,,2014,6,17
966,EBOV|G3838|KM233105|SLE|Kailahun|2014-06-17,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.063467343,-10.87579258,2014-06-17,,2014,6,17
967,EBOV|G3840|KM233106|SLE|Kailahun|2014-06-17,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.984673964,-10.82786342,2014-06-17,,2014,6,17
968,EBOV|G3841|KM233107|SLE|Bo|2014-06-17,SLE,#8392b5,Bo,,7.958802893,-11.736966,7.921887538,-11.7526308,2014-06-17,,2014,6,17
969,EBOV|G3845|KM233108|SLE|Kailahun|2014-06-18,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.925656365,-10.82810387,2014-06-18,,2014,6,18
970,EBOV|G3846|KM233109|SLE|Kailahun|2014-06-18,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.99248884,-10.77180061,2014-06-18,,2014,6,18
971,EBOV|G3848|KM233110|SLE|Kailahun|2014-06-18,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.055883557,-10.84923343,2014-06-18,,2014,6,18
972,EBOV|G3850|KM233111|SLE|Kailahun|2014-06-18,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.020162726,-10.87474251,2014-06-18,,2014,6,18
973,EBOV|G3851|KM233112|SLE|Kenema|2014-06-18,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.867364417,-11.2137734,2014-06-18,,2014,6,18
974,EBOV|G3856|KM233113|SLE|Kenema|2014-06-18,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.869939274,-11.18943902,2014-06-18,,2014,6,18
975,EBOV|G3857|KM233115|SLE|Kailahun|2014-06-18,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.014279285,-10.91197584,2014-06-18,,2014,6,18
976,EBOV|NM042|KM233116|SLE|Kambia|2014-06-04,SLE,#8392b5,Kambia,,9.123358448,-12.91835852,9.144598391,-12.85805613,2014-06-04,,2014,6,4
977,EBOV|G3838_2|KR105200|SLE|Kailahun|2014-06-16,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.011331818,-10.78323504,2014-06-16,,2014,6,16
978,EBOV|G3845_2|KR105201|SLE|Kenema|2014-06-19,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.817374784,-11.1532422,2014-06-19,,2014,6,19
979,EBOV|G3851_2|KR105202|SLE|Kenema|2014-06-18,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.801684213,-11.22545387,2014-06-18,,2014,6,18
980,EBOV|G3855_2|KR105203|SLE|Kenema|2014-06-17,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.85918706,-11.1640153,2014-06-17,,2014,6,17
981,EBOV|G3886_1|KR105204|SLE|Kenema|2014-06-19,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.887279017,-11.24521881,2014-06-19,,2014,6,19
982,EBOV|G3889_1|KR105205|SLE|Kenema|2014-06-19,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.920431909,-11.23314,2014-06-19,,2014,6,19
983,EBOV|G3913_1|KR105206|SLE|Kenema|2014-06-21,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.889705261,-11.21115201,2014-06-21,,2014,6,21
984,EBOV|G3917_1|KR105207|SLE|Kenema|2014-06-21,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.926631073,-11.24723462,2014-06-21,,2014,6,21
985,EBOV|G3926_2|KR105208|SLE|Kailahun|2014-06-22,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.024242039,-10.89215468,2014-06-22,,2014,6,22
986,EBOV|G3949_1|KR105209|SLE|?|2014-06-24,SLE,#8392b5,Kailahun,IMPUTED,7.990787947,-10.84492563,7.966044703,-10.89327123,2014-06-24,IMPUTED,2014,6,24
987,EBOV|G3950_1|KR105210|SLE|?|2014-06-24,SLE,#8392b5,Kailahun,IMPUTED,7.990787947,-10.84492563,7.945427826,-10.78490614,2014-06-24,IMPUTED,2014,6,24
988,EBOV|G3952_1|KR105211|SLE|Kailahun|2014-06-25,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.978415445,-10.86593727,2014-06-25,,2014,6,25
989,EBOV|G3972_1|KR105212|SLE|?|2014-06-24,SLE,#8392b5,Kailahun,IMPUTED,7.990787947,-10.84492563,7.989131136,-10.81727947,2014-06-24,IMPUTED,2014,6,24
990,EBOV|G4132_1|KR105213|SLE|Kenema|2014-07-05,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.927863862,-11.124973,2014-07-05,,2014,7,5
991,EBOV|G4133_1|KR105214|SLE|Kailahun|2014-07-04,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.042366135,-10.89148251,2014-07-04,,2014,7,4
992,EBOV|G4151_1|KR105215|SLE|Kenema|2014-07-06,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.849338727,-11.25476196,2014-07-06,,2014,7,6
993,EBOV|G4190_1|KR105216|SLE|Kailahun|2014-07-07,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.924851301,-10.8265259,2014-07-07,,2014,7,7
994,EBOV|G4200_1|KR105217|SLE|Kenema|2014-07-08,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.865061243,-11.11842777,2014-07-08,,2014,7,8
995,EBOV|G4217_1|KR105218|SLE|Bo|2014-07-08,SLE,#8392b5,Bo,,7.958802893,-11.736966,7.910777115,-11.71416801,2014-07-08,,2014,7,8
996,EBOV|G4221_1|KR105219|SLE|?|2014-07-09,SLE,#8392b5,Kailahun,IMPUTED,7.990787947,-10.84492563,7.961473414,-10.84649243,2014-07-09,IMPUTED,2014,7,9
997,EBOV|G4235_1|KR105220|SLE|Kailahun|2014-07-11,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.002694919,-10.8131153,2014-07-11,,2014,7,11
998,EBOV|G4236_1|KR105221|SLE|Kailahun|2014-07-10,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.036402014,-10.89788033,2014-07-10,,2014,7,10
999,EBOV|G4250_1|KR105222|SLE|Kailahun|2014-07-11,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.967966659,-10.86930171,2014-07-11,,2014,7,11
1000,EBOV|G4251_1|KR105223|SLE|Kailahun|2014-07-11,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.93289042,-10.89908023,2014-07-11,,2014,7,11
1001,EBOV|G4252_1|KR105224|SLE|Kailahun|2014-07-11,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.042738941,-10.85931473,2014-07-11,,2014,7,11
1002,EBOV|G4254_1|KR105225|SLE|Kailahun|2014-07-11,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.94430821,-10.85938571,2014-07-11,,2014,7,11
1003,EBOV|G4255_1|KR105226|SLE|Kailahun|2014-07-11,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.009516109,-10.85321846,2014-07-11,,2014,7,11
1004,EBOV|G4263_1|KR105227|SLE|Kenema|2014-07-11,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.817930271,-11.14814529,2014-07-11,,2014,7,11
1005,EBOV|G4264_1|KR105228|SLE|Kenema|2014-07-11,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.821183993,-11.21134764,2014-07-11,,2014,7,11
1006,EBOV|G4299_1|KR105229|SLE|Kailahun|2014-07-12,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.964191657,-10.87022199,2014-07-12,,2014,7,12
1007,EBOV|G4312_2|KR105230|SLE|PortLoko|2014-07-12,SLE,#8392b5,PortLoko,,8.685188747,-12.53675216,8.669780898,-12.54183969,2014-07-12,,2014,7,12
1008,EBOV|G4316_1|KR105231|SLE|Kenema|2014-07-13,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.909981955,-11.1511949,2014-07-13,,2014,7,13
1009,EBOV|G4323_2|KR105232|SLE|Kenema|2014-07-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.904985575,-11.24930118,2014-07-14,,2014,7,14
1010,EBOV|G4324_1|KR105233|SLE|Kenema|2014-07-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.909815187,-11.13966721,2014-07-14,,2014,7,14
1011,EBOV|G4325_1|KR105234|SLE|Kenema|2014-07-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.882882215,-11.18635574,2014-07-14,,2014,7,14
1012,EBOV|G4329_1|KR105235|SLE|Kailahun|2014-07-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.921700293,-10.84187455,2014-07-14,,2014,7,14
1013,EBOV|G4333_1|KR105236|SLE|Kailahun|2014-07-13,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.948060558,-10.80171478,2014-07-13,,2014,7,13
1014,EBOV|G4334_1|KR105237|SLE|Kenema|2014-07-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.817300502,-11.24470875,2014-07-14,,2014,7,14
1015,EBOV|G4337_1|KR105238|SLE|Kailahun|2014-07-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.92322443,-10.8019384,2014-07-14,,2014,7,14
1016,EBOV|G4345_1|KR105239|SLE|Kenema|2014-07-18,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.829896097,-11.20612965,2014-07-18,,2014,7,18
1017,EBOV|G4347_1|KR105240|SLE|Kenema|2014-07-15,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.861194771,-11.24809893,2014-07-15,,2014,7,15
1018,EBOV|G4348_1|KR105241|SLE|Kenema|2014-07-09,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.821508524,-11.15632828,2014-07-09,,2014,7,9
1019,EBOV|G4350_1|KR105242|SLE|Kenema|2014-07-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.892139537,-11.15265871,2014-07-14,,2014,7,14
1020,EBOV|G4380_1|KR105243|SLE|Kenema|2014-07-15,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.784031446,-11.21920615,2014-07-15,,2014,7,15
1021,EBOV|G4382_1|KR105244|SLE|Kenema|2014-07-16,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.894949434,-11.25728391,2014-07-16,,2014,7,16
1022,EBOV|G4389_1|KR105245|SLE|Kenema|2014-07-16,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.92496327,-11.17893022,2014-07-16,,2014,7,16
1023,EBOV|G4406_1|KR105246|SLE|Kono|2014-07-18,SLE,#8392b5,Kono,,8.64463471,-10.97455967,8.665633569,-10.96533911,2014-07-18,,2014,7,18
1024,EBOV|G4415_1|KR105247|SLE|Kenema|2014-07-18,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.861294556,-11.22081191,2014-07-18,,2014,7,18
1025,EBOV|G4416_1|KR105248|SLE|Bo|2014-07-18,SLE,#8392b5,Bo,,7.958802893,-11.736966,7.981146221,-11.69289187,2014-07-18,,2014,7,18
1026,EBOV|G4419_1|KR105249|SLE|Kenema|2014-07-19,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.87837145,-11.17794735,2014-07-19,,2014,7,19
1027,EBOV|G4422_1|KR105250|SLE|Kenema|2014-07-19,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.814370882,-11.24583263,2014-07-19,,2014,7,19
1028,EBOV|G4423_1|KR105251|SLE|Kailahun|2014-07-19,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.032630089,-10.78189,2014-07-19,,2014,7,19
1029,EBOV|G4424_1|KR105252|SLE|Kailahun|2014-07-19,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.918416994,-10.76996643,2014-07-19,,2014,7,19
1030,EBOV|G4431_1|KR105253|SLE|Bo|2014-07-20,SLE,#8392b5,Bo,,7.958802893,-11.736966,7.969119537,-11.7763955,2014-07-20,,2014,7,20
1031,EBOV|G4433_1|KR105254|SLE|Kailahun|2014-07-20,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.998386001,-10.91833977,2014-07-20,,2014,7,20
1032,EBOV|G4437_1|KR105255|SLE|Kenema|2014-07-20,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.930104496,-11.17714782,2014-07-20,,2014,7,20
1033,EBOV|G4445_1|KR105256|SLE|Kenema|2014-07-21,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.850665804,-11.14715995,2014-07-21,,2014,7,21
1034,EBOV|G4450_1|KR105257|SLE|Kenema|2014-07-21,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.784462145,-11.16116099,2014-07-21,,2014,7,21
1035,EBOV|G4454_1|KR105258|SLE|Kailahun|2014-07-21,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.019154014,-10.79254619,2014-07-21,,2014,7,21
1036,EBOV|G4465_1|KR105259|SLE|Kenema|2014-08-05,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.814310382,-11.14356984,2014-08-05,,2014,8,5
1037,EBOV|G4466_1|KR105260|SLE|Bo|2014-07-22,SLE,#8392b5,Bo,,7.958802893,-11.736966,7.971302716,-11.76029061,2014-07-22,,2014,7,22
1038,EBOV|G4527_2|KR105261|SLE|Kenema|2014-07-26,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.853179816,-11.25141837,2014-07-26,,2014,7,26
1039,EBOV|G4683_1|KR105262|SLE|?|2014-08-01,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.832617927,-11.20905099,2014-08-01,,2014,8,1
1040,EBOV|G4698_1|KR105263|SLE|Kenema|2014-08-03,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.874504137,-11.11670737,2014-08-03,,2014,8,3
1041,EBOV|G4701_1|KR105264|SLE|Kenema|2014-08-03,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.881922965,-11.19072536,2014-08-03,,2014,8,3
1042,EBOV|G4702_1|KR105265|SLE|Kenema|2014-08-03,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.821955472,-11.1661378,2014-08-03,,2014,8,3
1043,EBOV|G4717_1|KR105266|SLE|Kenema|2014-08-04,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.905359088,-11.25372127,2014-08-04,,2014,8,4
1044,EBOV|G4725_1|KR105267|SLE|Moyamba|2014-08-04,SLE,#8392b5,Moyamba,,8.110964229,-12.07306903,8.180082725,-12.06633399,2014-08-04,,2014,8,4
1045,EBOV|G4730_1|KR105268|SLE|Kenema|2014-08-05,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.884412231,-11.11930688,2014-08-05,,2014,8,5
1046,EBOV|G4736_1|KR105269|SLE|Kenema|2014-08-05,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.876657696,-11.25062269,2014-08-05,,2014,8,5
1047,EBOV|G4748_1|KR105270|SLE|?|2014-08-05,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.79888403,-11.18759648,2014-08-05,,2014,8,5
1048,EBOV|G4751_1|KR105271|SLE|?|2014-08-05,SLE,#8392b5,Kailahun,IMPUTED,7.990787947,-10.84492563,8.014576292,-10.83264592,2014-08-05,,2014,8,5
1049,EBOV|G4837_1|KR105272|SLE|Kenema|2014-08-09,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.874746308,-11.11578654,2014-08-09,,2014,8,9
1050,EBOV|G4856_1|KR105273|SLE|Kenema|2014-08-10,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.917782312,-11.14611634,2014-08-10,,2014,8,10
1051,EBOV|G4861_1|KR105274|SLE|?|2014-08-10,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.929613683,-11.24425968,2014-08-10,,2014,8,10
1052,EBOV|G4868_1|KR105275|SLE|?|2014-08-10,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.638612916,-12.54491824,2014-08-10,,2014,8,10
1053,EBOV|G4886_1|KR105276|SLE|Kenema|2014-08-11,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.841354445,-11.26408693,2014-08-11,,2014,8,11
1054,EBOV|G4907_1|KR105277|SLE|Kenema|2014-08-12,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.87584904,-11.15726137,2014-08-12,,2014,8,12
1055,EBOV|G4937_1|KR105278|SLE|Kenema|2014-08-13,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.817152527,-11.12662053,2014-08-13,,2014,8,13
1056,EBOV|G4942_1|KR105279|SLE|Moyamba|2014-08-12,SLE,#8392b5,Moyamba,,8.110964229,-12.07306903,8.178260121,-12.00825799,2014-08-12,,2014,8,12
1057,EBOV|G4946_1|KR105280|SLE|Kenema|2014-08-13,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.891498044,-11.1441505,2014-08-13,,2014,8,13
1058,EBOV|G4955_1|KR105281|SLE|?|2014-08-13,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.659322925,-12.49127517,2014-08-13,,2014,8,13
1059,EBOV|G4956_1|KR105282|SLE|Tonkolili|2014-08-13,SLE,#8392b5,Tonkolili,,8.465489914,-12.21193614,8.405621032,-12.28413688,2014-08-13,,2014,8,13
1060,EBOV|G4960_1|KR105283|SLE|Kenema|2014-08-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.841280155,-11.23322869,2014-08-14,,2014,8,14
1061,EBOV|G4971_1|KR105284|SLE|Kenema|2014-08-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.905918633,-11.16587195,2014-08-14,,2014,8,14
1062,EBOV|G4972_1|KR105285|SLE|Kenema|2014-08-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.920980227,-11.25909685,2014-08-14,,2014,8,14
1063,EBOV|G4973_1|KR105286|SLE|?|2014-08-12,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.841978924,-11.19854225,2014-08-12,,2014,8,12
1064,EBOV|G4981_1|KR105287|SLE|?|2014-08-14,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.805218359,-11.1189436,2014-08-14,IMPUTED,2014,8,14
1065,EBOV|G4982_1|KR105288|SLE|?|2014-08-14,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.874760901,-11.25632176,2014-08-14,,2014,8,14
1066,EBOV|G4994_1|KR105289|SLE|?|2014-08-15,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.695967679,-12.53785045,2014-08-15,,2014,8,15
1067,EBOV|G4996_1|KR105290|SLE|?|2014-08-15,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.824484285,-11.179053,2014-08-15,,2014,8,15
1068,EBOV|G4999_1|KR105291|SLE|Kenema|2014-08-15,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.803734436,-11.24010631,2014-08-15,,2014,8,15
1069,EBOV|G5012_3|KR105292|SLE|WesternArea|2014-08-15,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.409229329,-13.16076493,2014-08-15,,2014,8,15
1070,EBOV|G5016_1|KR105293|SLE|Kenema|2014-08-16,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.91728996,-11.15265402,2014-08-16,,2014,8,16
1071,EBOV|G5019_1|KR105294|SLE|Kenema|2014-08-16,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.908696267,-11.1278101,2014-08-16,,2014,8,16
1072,EBOV|G5039_1|KR105295|SLE|Kenema|2014-08-17,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.850596203,-11.13080994,2014-08-17,,2014,8,17
1073,EBOV|G5059_1|KR105296|SLE|Kenema|2014-08-18,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.840080283,-11.25942464,2014-08-18,,2014,8,18
1074,EBOV|G5064_1|KR105297|SLE|Moyamba|2014-08-17,SLE,#8392b5,Moyamba,,8.110964229,-12.07306903,8.16729458,-12.14565245,2014-08-17,,2014,8,17
1075,EBOV|G5112_1|KR105298|SLE|Kenema|2014-08-19,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.861629636,-11.16188726,2014-08-19,,2014,8,19
1076,EBOV|G5114_1|KR105299|SLE|Pujehun|2014-08-18,SLE,#8392b5,Pujehun,,7.355845654,-11.72051726,7.4195537,-11.6612019,2014-08-18,,2014,8,18
1077,EBOV|G5119_1|KR105300|SLE|Kenema|2014-08-24,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.930351227,-11.16115671,2014-08-24,,2014,8,24
1078,EBOV|G5244_1|KR105301|SLE|?|2014-08-22,SLE,#8392b5,WesternRural,IMPUTED,8.44632216,-13.16852491,8.51523896,-13.10326868,2014-08-22,,2014,8,22
1079,EBOV|G5295_1|KR105302|SLE|?|2014-08-25,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.867976418,-12.09296845,2014-08-25,IMPUTED,2014,8,25
1080,EBOV|G5296_1|KR105303|SLE|?|2014-08-25,SLE,#8392b5,Bombali,IMPUTED,8.891023958,-12.04188912,8.923629181,-12.05727609,2014-08-25,,2014,8,25
1081,EBOV|G5304_1|KR105304|SLE|?|2014-08-28,SLE,#8392b5,PortLoko,IMPUTED,8.685188747,-12.53675216,8.687205714,-12.54447964,2014-08-28,IMPUTED,2014,8,28
1082,EBOV|G5364_1|KR105305|SLE|?|2014-08-28,SLE,#8392b5,Kenema,IMPUTED,7.858614095,-11.18956765,7.886386861,-11.20879737,2014-08-28,,2014,8,28
1083,EBOV|G5370_1|KR105306|SLE|Kenema|2014-08-28,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.886998177,-11.24259725,2014-08-28,,2014,8,28
1084,EBOV|G5516_1|KR105307|SLE|Moyamba|2014-09-04,SLE,#8392b5,Moyamba,,8.110964229,-12.07306903,8.150181962,-12.13887319,2014-09-04,,2014,9,4
1085,EBOV|G5520_1|KR105308|SLE|Kenema|2014-09-05,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.902194847,-11.19200374,2014-09-05,,2014,9,5
1086,EBOV|G5529_1|KR105309|SLE|Kono|2014-09-05,SLE,#8392b5,Kono,,8.64463471,-10.97455967,8.589881468,-10.94639824,2014-09-05,,2014,9,5
1087,EBOV|G5570_1|KR105310|SLE|Kenema|2014-09-08,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.858715226,-11.19017914,2014-09-08,,2014,9,8
1088,EBOV|G5571_1|KR105311|SLE|Kenema|2014-09-08,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.92285035,-11.14127197,2014-09-08,,2014,9,8
1089,EBOV|G5617_1|KR105312|SLE|Kenema|2014-09-10,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.878870273,-11.1202864,2014-09-10,,2014,9,10
1090,EBOV|G5640_1|KR105313|SLE|?|2014-09-11,SLE,#8392b5,Bo,IMPUTED,7.958802893,-11.736966,7.981163249,-11.78783797,2014-09-11,IMPUTED,2014,9,11
1091,EBOV|G5644_1|KR105314|SLE|?|2014-09-11,SLE,#8392b5,Bo,IMPUTED,7.958802893,-11.736966,7.890163579,-11.68302923,2014-09-11,IMPUTED,2014,9,11
1092,EBOV|G5647_1|KR105315|SLE|?|2014-09-11,SLE,#8392b5,Bo,IMPUTED,7.958802893,-11.736966,7.92485203,-11.70139969,2014-09-11,IMPUTED,2014,9,11
1093,EBOV|G5684_1|KR105316|SLE|Kenema|2014-09-13,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.875390484,-11.2207752,2014-09-13,,2014,9,13
1094,EBOV|G5685_1|KR105317|SLE|Kenema|2014-09-13,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.893857818,-11.16062861,2014-09-13,,2014,9,13
1095,EBOV|G5691_1|KR105318|SLE|Kenema|2014-09-14,SLE,#8392b5,Kenema,,7.858614095,-11.18956765,7.877726369,-11.17752648,2014-09-14,,2014,9,14
1096,EBOV|G5723_1|KR105319|SLE|Bonthe|2014-09-15,SLE,#8392b5,Bonthe,,7.604593237,-12.17397354,7.617391163,-12.12750501,2014-09-15,,2014,9,15
1097,EBOV|G5731_1|KR105320|SLE|Moyamba|2014-09-16,SLE,#8392b5,Moyamba,,8.110964229,-12.07306903,8.127295127,-12.08127673,2014-09-16,,2014,9,16
1098,EBOV|G5737_1|KR105321|SLE|Moyamba|2014-09-16,SLE,#8392b5,Moyamba,,8.110964229,-12.07306903,8.114747401,-12.12381719,2014-09-16,,2014,9,16
1099,EBOV|G5738_1|KR105322|SLE|Moyamba|2014-09-15,SLE,#8392b5,Moyamba,,8.110964229,-12.07306903,8.043684695,-12.06634827,2014-09-15,,2014,9,15
1100,EBOV|G5743_1|KR105323|SLE|Kono|2014-09-17,SLE,#8392b5,Kono,,8.64463471,-10.97455967,8.67143736,-10.90890943,2014-09-17,,2014,9,17
