number,id,country,Country__colour,location,locImputation,nonJitLat,nonJitLong,latitude,longitude,collection_date,dateImputation,year,month,day
801,EBOV|LIBR10056|KT725276|LBR|Margibi|2014-09-23,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.182537858,-10.33530922,2014-09-23,,2014,9,23
802,EBOV|LIBR10060|KT725357|LBR|Montserrado|2014-09-23,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.246360999,-10.63283725,2014-09-23,,2014,9,23
803,EBOV|LIBR10061|KT725376|LBR|Montserrado|2014-09-23,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.334797065,-10.68231921,2014-09-23,,2014,9,23
804,EBOV|LIBR10062|KT725359|LBR|?|2014-09-23,LBR,#de8461,Margibi,IMPUTED,6.236208888,-10.36348682,6.233075161,-10.43140726,2014-09-23,,2014,9,23
805,EBOV|LIBR10065|KT725298|LBR|?|2014-09-21,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.371386472,-10.71230153,2014-09-21,,2014,9,21
806,EBOV|LIBR10066|KT725379|LBR|Montserrado|2014-09-20,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.31267906,-10.74817845,2014-09-20,,2014,9,20
807,EBOV|LIBR10071|KT725308|LBR|Montserrado|2014-09-20,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.263541901,-10.66585896,2014-09-20,,2014,9,20
808,EBOV|LIBR10072|KT725307|LBR|Montserrado|2014-09-20,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.285122522,-10.63840323,2014-09-20,,2014,9,20
809,EBOV|LIBR10074|KT725325|LBR|?|2014-09-20,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.260178264,-10.72227777,2014-09-20,,2014,9,20
810,EBOV|LIBR10076|KT725334|LBR|?|2014-09-20,LBR,#de8461,Nimba,IMPUTED,6.496421454,-8.864098079,6.517468692,-8.873748333,2014-09-20,,2014,9,20
811,EBOV|LIBR10077|KT725326|LBR|Margibi|2014-08-26,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.161913885,-10.39566186,2014-08-26,,2014,8,26
812,EBOV|LIBR10078|KT725297|LBR|GrandBassa|2014-08-26,LBR,#de8461,GrandBassa,,5.887281683,-10.03289413,5.90288311,-10.00909056,2014-08-26,,2014,8,26
813,EBOV|LIBR10079|KT725309|LBR|GrandBassa|2014-08-26,LBR,#de8461,GrandBassa,,5.887281683,-10.03289413,5.933484392,-10.06161719,2014-08-26,,2014,8,26
814,EBOV|LIBR10081|KT725339|LBR|Margibi|2014-08-26,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.27656077,-10.42745008,2014-08-26,,2014,8,26
815,EBOV|LIBR10082|KT725300|LBR|Margibi|2014-08-26,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.211412011,-10.30189218,2014-08-26,,2014,8,26
816,EBOV|LIBR10086|KT725381|LBR|Margibi|2014-08-26,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.310150582,-10.29244751,2014-08-26,,2014,8,26
817,EBOV|LIBR10087|KT725346|LBR|Margibi|2014-08-26,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.164190243,-10.35703994,2014-08-26,,2014,8,26
818,EBOV|LIBR10088|KT725349|LBR|Montserrado|2014-08-26,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.365372357,-10.64218296,2014-08-26,,2014,8,26
819,EBOV|LIBR10089|KT725377|LBR|?|2014-08-17,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.365672029,-10.76729746,2014-08-17,,2014,8,17
820,EBOV|LIBR10092|KT725380|LBR|?|2014-08-17,LBR,#de8461,Nimba,IMPUTED,6.496421454,-8.864098079,6.547693781,-8.864794648,2014-08-17,,2014,8,17
821,EBOV|LIBR10093|KT725363|LBR|Nimba|2014-08-17,LBR,#de8461,Nimba,,6.496421454,-8.864098079,6.521334529,-8.937621187,2014-08-17,,2014,8,17
822,EBOV|LIBR10098|KT725383|LBR|?|2014-08-17,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.379908787,-10.71346971,2014-08-17,,2014,8,17
823,EBOV|LIBR10100|KT725286|LBR|?|2014-08-22,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.258664611,-10.66414954,2014-08-22,,2014,8,22
824,EBOV|LIBR10101|KT725331|LBR|?|2014-08-22,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.232008827,-10.63347439,2014-08-22,,2014,8,22
825,EBOV|LIBR10103|KT725338|LBR|Nimba|2014-08-20,LBR,#de8461,Nimba,,6.496421454,-8.864098079,6.455372623,-8.889555876,2014-08-20,,2014,8,20
826,EBOV|LIBR10106|KT725337|LBR|Nimba|2014-08-20,LBR,#de8461,Nimba,,6.496421454,-8.864098079,6.471133978,-8.910748613,2014-08-20,,2014,8,20
827,EBOV|LIBR10110|KT725387|LBR|?|2014-08-20,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.299850722,-10.76309534,2014-08-20,,2014,8,20
828,EBOV|LIBR10112|KT725365|LBR|RiverGee|2014-08-20,LBR,#de8461,RiverGee,,5.214061905,-7.661387989,5.259785037,-7.614113106,2014-08-20,,2014,8,20
829,EBOV|LIBR10113|KT725367|LBR|?|2014-08-20,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.261269502,-10.63745421,2014-08-20,,2014,8,20
830,EBOV|LIBR10118|KT725364|LBR|Montserrado|2014-08-24,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.37867353,-10.73242547,2014-08-24,,2014,8,24
831,EBOV|LIBR10127|KT725272|LBR|Bong|2014-08-22,LBR,#de8461,Bong,,6.997887769,-9.847871976,7.053295011,-9.851793717,2014-08-22,,2014,8,22
832,EBOV|LIBR10128|KT725355|LBR|Montserrado|2014-08-30,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.236346708,-10.69627847,2014-08-30,,2014,8,30
833,EBOV|LIBR10130|KT725343|LBR|Montserrado|2014-09-01,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.303624093,-10.69655381,2014-09-01,,2014,9,1
834,EBOV|LIBR10132|KT725255|LBR|Margibi|2014-09-08,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.195950364,-10.34876516,2014-09-08,,2014,9,8
835,EBOV|LIBR10135|KT725260|LBR|?|2014-09-07,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.278885079,-10.70992159,2014-09-07,,2014,9,7
836,EBOV|LIBR10136|KT725263|LBR|?|2014-09-09,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.346025084,-10.64456518,2014-09-09,,2014,9,9
837,EBOV|LIBR10137|KT725385|LBR|?|2014-09-09,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.238568234,-10.72912963,2014-09-09,,2014,9,9
838,EBOV|LIBR10139|KT725265|LBR|?|2014-09-09,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.307414187,-10.72676387,2014-09-09,,2014,9,9
839,EBOV|LIBR10144|KT725271|LBR|?|2014-09-20,LBR,#de8461,GrandCapeMount,IMPUTED,6.716496251,-11.34626564,6.789553394,-11.38240631,2014-09-20,,2014,9,20
840,EBOV|LIBR10145|KT725362|LBR|?|2014-09-20,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.353567759,-10.65321206,2014-09-20,,2014,9,20
841,EBOV|LIBR10148|KT725295|LBR|Nimba|2014-09-20,LBR,#de8461,Nimba,,6.496421454,-8.864098079,6.554938102,-8.929470463,2014-09-20,,2014,9,20
842,EBOV|LIBR10151|KT725317|LBR|?|2014-09-09,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.27907491,-10.64829514,2014-09-09,,2014,9,9
843,EBOV|LIBR10154|KT725318|LBR|Montserrado|2014-09-13,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.355097313,-10.65941674,2014-09-13,,2014,9,13
844,EBOV|LIBR10155|KT725296|LBR|GrandBassa|2014-09-13,LBR,#de8461,GrandBassa,,5.887281683,-10.03289413,5.87258271,-10.06359371,2014-09-13,,2014,9,13
845,EBOV|LIBR10156|KT725352|LBR|GrandBassa|2014-09-13,LBR,#de8461,GrandBassa,,5.887281683,-10.03289413,5.860277479,-9.963594377,2014-09-13,,2014,9,13
846,EBOV|LIBR10168|KT725353|LBR|?|2014-09-20,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.345454076,-10.77568207,2014-09-20,,2014,9,20
847,EBOV|LIBR10169|KT725382|LBR|?|2014-08-24,LBR,#de8461,Nimba,IMPUTED,6.496421454,-8.864098079,6.480231557,-8.856042145,2014-08-24,,2014,8,24
848,EBOV|LIBR10170|KT725350|LBR|Montserrado|2014-08-17,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.245579185,-10.68875689,2014-08-17,,2014,8,17
849,EBOV|LIBR10172|KT725289|LBR|?|2014-09-01,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.336854195,-10.64745773,2014-09-01,,2014,9,1
850,EBOV|LIBR10179|KT725375|LBR|Montserrado|2014-10-11,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.341159803,-10.77080381,2014-10-11,,2014,10,11
851,EBOV|LIBR10180|KT725391|LBR|Montserrado|2014-10-11,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.249369051,-10.71729629,2014-10-11,,2014,10,11
852,EBOV|LIBR10187|KT725392|LBR|?|2014-08-19,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.233838288,-10.69185618,2014-08-19,,2014,8,19
853,EBOV|LIBR10195|KT725264|LBR|?|2014-08-26,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.232498194,-10.71408571,2014-08-26,,2014,8,26
854,EBOV|LIBR10196|KT725283|LBR|?|2014-08-26,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.359656493,-10.75958961,2014-08-26,,2014,8,26
855,EBOV|LIBR10201|KT725306|LBR|Montserrado|2014-08-27,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.315835172,-10.67946789,2014-08-27,,2014,8,27
856,EBOV|LIBR10202|KT725356|LBR|Montserrado|2014-08-27,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.281579868,-10.75228361,2014-08-27,,2014,8,27
857,EBOV|LIBR10204|KT725281|LBR|?|2014-08-27,LBR,#de8461,Margibi,IMPUTED,6.236208888,-10.36348682,6.214966777,-10.37677192,2014-08-27,,2014,8,27
858,EBOV|LIBR10205|KT725351|LBR|Montserrado|2014-09-19,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.356262999,-10.70273182,2014-09-19,,2014,9,19
859,EBOV|LIBR10208|KT725329|LBR|Montserrado|2014-09-19,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.369114082,-10.6431629,2014-09-19,,2014,9,19
860,EBOV|LIBR10209|KT725371|LBR|Montserrado|2014-09-19,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.352662799,-10.76453351,2014-09-19,,2014,9,19
861,EBOV|LIBR10210|KT725321|LBR|Montserrado|2014-09-19,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.271223119,-10.77770174,2014-09-19,,2014,9,19
862,EBOV|LIBR10212|KT725373|LBR|?|2014-09-19,LBR,#de8461,Margibi,IMPUTED,6.236208888,-10.36348682,6.237901819,-10.37098916,2014-09-19,,2014,9,19
863,EBOV|LIBR10217|KT725323|LBR|?|2014-09-29,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.249822411,-10.69616026,2014-09-29,,2014,9,29
864,EBOV|LIBR10218|KT725284|LBR|?|2014-09-29,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.245374839,-10.68329362,2014-09-29,,2014,9,29
865,EBOV|LIBR10222|KT725305|LBR|GrandBassa|2014-09-26,LBR,#de8461,GrandBassa,,5.887281683,-10.03289413,5.927056516,-10.07496189,2014-09-26,,2014,9,26
866,EBOV|LIBR10223|KT725301|LBR|Montserrado|2014-09-26,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.282419867,-10.66450258,2014-09-26,,2014,9,26
867,EBOV|LIBR10224|KT725302|LBR|Montserrado|2014-09-26,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.286275031,-10.69862093,2014-09-26,,2014,9,26
868,EBOV|LIBR10226|KT725304|LBR|Montserrado|2014-09-26,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.23836872,-10.68623129,2014-09-26,,2014,9,26
869,EBOV|LIBR10230|KT725354|LBR|Montserrado|2014-09-26,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.318610911,-10.76011126,2014-09-26,,2014,9,26
870,EBOV|LIBR10237|KT725275|LBR|?|2014-07-11,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.35595819,-10.67657017,2014-07-11,,2014,7,11
871,EBOV|LIBR10238|KT725322|LBR|?|2014-07-18,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.317544163,-10.72158432,2014-07-18,,2014,7,18
872,EBOV|LIBR10239|KT725324|LBR|?|2014-07-19,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.253051088,-10.68203534,2014-07-19,,2014,7,19
873,EBOV|LIBR10240|KT725320|LBR|?|2014-06-24,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.257632138,-10.66026377,2014-06-24,,2014,6,24
874,EBOV|LIBR10241|KT725262|LBR|?|2014-06-25,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.31421185,-10.66554345,2014-06-25,,2014,6,25
875,EBOV|LIBR10245|KT725332|LBR|?|2014-07-01,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.359501995,-10.76482019,2014-07-01,,2014,7,1
876,EBOV|LIBR10248|KT725277|LBR|?|2014-07-14,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.254958522,-10.63575792,2014-07-14,,2014,7,14
877,EBOV|LIBR10249|KT725388|LBR|?|2014-07-04,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.317327246,-10.65656146,2014-07-04,,2014,7,4
878,EBOV|LIBR10250|KT725360|LBR|?|2014-06-23,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.260659294,-10.76554159,2014-06-23,,2014,6,23
879,EBOV|LIBR10251|KT725319|LBR|GrandKru|2014-09-15,LBR,#de8461,GrandKru,,4.675677286,-8.17536836,4.642276772,-8.249676238,2014-09-15,,2014,9,15
880,EBOV|LIBR10252|KT725266|LBR|GrandKru|2014-09-15,LBR,#de8461,GrandKru,,4.675677286,-8.17536836,4.638091468,-8.243509062,2014-09-15,,2014,9,15
881,EBOV|LIBR10253|KT725282|LBR|Margibi|2014-09-16,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.263073755,-10.39954931,2014-09-16,,2014,9,16
882,EBOV|LIBR10254|KT725268|LBR|?|2014-10-02,LBR,#de8461,Margibi,IMPUTED,6.236208888,-10.36348682,6.188446889,-10.43378806,2014-10-02,,2014,10,2
883,EBOV|LIBR10255|KT725269|LBR|Bong|2014-10-02,LBR,#de8461,Bong,,6.997887769,-9.847871976,6.931281912,-9.92031939,2014-10-02,,2014,10,2
884,EBOV|LIBR10261|KT725287|LBR|Sinoe|2014-10-14,LBR,#de8461,Sinoe,,5.063345736,-9.051186684,5.003222851,-9.122775798,2014-10-14,,2014,10,14
885,EBOV|LIBR10262|KT725285|LBR|Montserrado|2014-10-16,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.303042832,-10.77648651,2014-10-16,,2014,10,16
886,EBOV|LIBR10265|KT725312|LBR|?|2014-10-18,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.267827199,-10.65033288,2014-10-18,,2014,10,18
887,EBOV|LIBR10267|KT725374|LBR|Montserrado|2014-10-05,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.252096923,-10.7571429,2014-10-05,,2014,10,5
888,EBOV|LIBR10270|KT725256|LBR|?|2014-08-26,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.29538644,-10.72813554,2014-08-26,,2014,8,26
889,EBOV|LIBR10271|KT725347|LBR|?|2014-08-26,LBR,#de8461,Lofa,IMPUTED,7.868277285,-10.08041437,7.838990527,-10.08697911,2014-08-26,,2014,8,26
890,EBOV|LIBR10277|KT725369|LBR|Margibi|2014-08-26,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.214956473,-10.35588184,2014-08-26,,2014,8,26
891,EBOV|LIBR10279|KT725341|LBR|Montserrado|2014-08-26,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.379537531,-10.65097929,2014-08-26,,2014,8,26
892,EBOV|LIBR10306|KT725336|LBR|?|2014-06-25,LBR,#de8461,Montserrado,IMPUTED,6.307004459,-10.70279027,6.236836021,-10.64814417,2014-06-25,,2014,6,25
893,EBOV|LIBR10307|KT725310|LBR|Montserrado|2014-10-02,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.32304928,-10.76948078,2014-10-02,,2014,10,2
894,EBOV|LIBR11079|KT725372|LBR|Montserrado|2014-10-02,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.316935482,-10.74906525,2014-10-02,,2014,10,2
895,EBOV|LIBR11177|KT725358|LBR|Margibi|2014-10-05,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.196114716,-10.34708006,2014-10-05,,2014,10,5
896,EBOV|LIBR1195|KR006961|LBR|Margibi|2015-02-02,LBR,#de8461,Margibi,,6.236208888,-10.36348682,6.214694186,-10.31602519,2015-02-02,,2015,2,2
897,EBOV|LIBR1221|KT725384|LBR|Montserrado|2015-02-04,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.249706219,-10.69738341,2015-02-04,,2015,2,4
898,EBOV|LIBR1413|KR006962|LBR|Montserrado|2015-02-14,LBR,#de8461,Montserrado,,6.307004459,-10.70279027,6.303366983,-10.74482366,2015-02-14,,2015,2,14
899,EBOV|EM095|KM034550|SLE|Kailahun|2014-05-25,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.020736378,-10.81886766,2014-05-25,,2014,5,25
900,EBOV|EM096|KM034551|SLE|Kailahun|2014-05-26,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.918732316,-10.80993536,2014-05-26,,2014,5,26
901,EBOV|EM098|KM034552|SLE|Kailahun|2014-05-26,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.99980272,-10.91472078,2014-05-26,,2014,5,26
902,EBOV|EM104|KM233035|SLE|Kailahun|2014-06-02,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.029500855,-10.91334177,2014-06-02,,2014,6,2
903,EBOV|EM106|KM233036|SLE|Kailahun|2014-06-02,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.032102308,-10.7948895,2014-06-02,,2014,6,2
904,EBOV|EM110|KM233037|SLE|Kailahun|2014-06-03,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.959686672,-10.83954704,2014-06-03,,2014,6,3
905,EBOV|EM111|KM233038|SLE|Kailahun|2014-06-03,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.00321225,-10.77663205,2014-06-03,,2014,6,3
906,EBOV|EM112|KM233039|SLE|Kailahun|2014-06-03,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.963065177,-10.80581854,2014-06-03,,2014,6,3
907,EBOV|EM113|KM233040|SLE|Kailahun|2014-06-03,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.963443661,-10.8519122,2014-06-03,,2014,6,3
908,EBOV|EM115|KM233041|SLE|Kailahun|2014-06-03,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.933207163,-10.80950105,2014-06-03,,2014,6,3
909,EBOV|EM119|KM233042|SLE|Kailahun|2014-06-03,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.936638357,-10.86961213,2014-06-03,,2014,6,3
910,EBOV|EM120|KM233043|SLE|Kailahun|2014-06-03,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.002331797,-10.81393886,2014-06-03,,2014,6,3
911,EBOV|EM121|KM233044|SLE|Kailahun|2014-06-04,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.029958767,-10.82176592,2014-06-04,,2014,6,4
912,EBOV|EM124|KM233045|SLE|Kailahun|2014-06-04,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.003942871,-10.88123423,2014-06-04,,2014,6,4
913,EBOV|G3670|KM034553|SLE|Kailahun|2014-05-27,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.011238988,-10.87276709,2014-05-27,,2014,5,27
914,EBOV|G3676|KM034554|SLE|Kailahun|2014-05-27,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.010273124,-10.81551629,2014-05-27,,2014,5,27
915,EBOV|G3677|KM034556|SLE|Kailahun|2014-05-26,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.02834629,-10.81643626,2014-05-26,,2014,5,26
916,EBOV|G3679|KM034558|SLE|Kailahun|2014-05-28,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.972344731,-10.86045964,2014-05-28,,2014,5,28
917,EBOV|G3680|KM034559|SLE|Kailahun|2014-05-28,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.995532778,-10.77745605,2014-05-28,,2014,5,28
918,EBOV|G3682|KM034560|SLE|Kailahun|2014-05-28,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.97509365,-10.77712737,2014-05-28,,2014,5,28
919,EBOV|G3683|KM034561|SLE|Kailahun|2014-05-28,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.022975953,-10.82509384,2014-05-28,,2014,5,28
920,EBOV|G3686|KM034562|SLE|Kailahun|2014-05-28,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.984121428,-10.8953129,2014-05-28,,2014,5,28
921,EBOV|G3687|KM034563|SLE|Kailahun|2014-05-28,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.974500323,-10.88604089,2014-05-28,,2014,5,28
922,EBOV|G3707|KM233049|SLE|Kailahun|2014-05-31,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.960401389,-10.88768992,2014-05-31,,2014,5,31
923,EBOV|G3713|KM233050|SLE|Kailahun|2014-06-09,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.009937025,-10.82694035,2014-06-09,,2014,6,9
924,EBOV|G3724|KM233053|SLE|Kailahun|2014-06-05,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.923908514,-10.84977311,2014-06-05,,2014,6,5
925,EBOV|G3729|KM233054|SLE|Kailahun|2014-06-07,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.928419842,-10.89756935,2014-06-07,,2014,6,7
926,EBOV|G3734|KM233055|SLE|Kailahun|2014-06-07,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.987924061,-10.89819922,2014-06-07,,2014,6,7
927,EBOV|G3735|KM233056|SLE|Kailahun|2014-06-07,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.925638002,-10.87099148,2014-06-07,,2014,6,7
928,EBOV|G3750|KM233058|SLE|Kailahun|2014-06-10,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.991040671,-10.88670674,2014-06-10,,2014,6,10
929,EBOV|G3752|KM233061|SLE|Kailahun|2014-06-10,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.023549064,-10.87366275,2014-06-10,,2014,6,10
930,EBOV|G3758|KM233062|SLE|Kailahun|2014-06-11,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.056227728,-10.80514248,2014-06-11,,2014,6,11
931,EBOV|G3764|KM233063|SLE|?|2014-06-12,SLE,#8392b5,Kailahun,IMPUTED,7.990787947,-10.84492563,7.94196665,-10.81708168,2014-06-12,,2014,6,12
932,EBOV|G3765|KM233064|SLE|Kailahun|2014-06-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.920150926,-10.8577911,2014-06-14,,2014,6,14
933,EBOV|G3769|KM233065|SLE|Kailahun|2014-06-12,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.917196965,-10.81879905,2014-06-12,,2014,6,12
934,EBOV|G3770|KM233069|SLE|Kailahun|2014-06-12,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.005848453,-10.86934163,2014-06-12,,2014,6,12
935,EBOV|G3771|KM233071|SLE|Kailahun|2014-06-12,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.977155772,-10.83456364,2014-06-12,,2014,6,12
936,EBOV|G3782|KM233072|SLE|Kailahun|2014-06-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.965182681,-10.8376159,2014-06-14,,2014,6,14
937,EBOV|G3786|KM233073|SLE|Kailahun|2014-06-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.977069714,-10.81439048,2014-06-14,,2014,6,14
938,EBOV|G3787|KM233074|SLE|Kailahun|2014-06-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.032826641,-10.77930522,2014-06-14,,2014,6,14
939,EBOV|G3788|KM233075|SLE|Kailahun|2014-06-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.916905428,-10.88574295,2014-06-14,,2014,6,14
940,EBOV|G3789|KM233076|SLE|Kailahun|2014-06-14,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.95952606,-10.80175064,2014-06-14,,2014,6,14
941,EBOV|G3795|KM233077|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.919759354,-10.84539502,2014-06-15,,2014,6,15
942,EBOV|G3796|KM233078|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.940700605,-10.78697998,2014-06-15,,2014,6,15
943,EBOV|G3798|KM233079|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.033443429,-10.8868733,2014-06-15,,2014,6,15
944,EBOV|G3799|KM233080|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.967590672,-10.77458228,2014-06-15,,2014,6,15
945,EBOV|G3800|KM233081|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.012150982,-10.83655784,2014-06-15,,2014,6,15
946,EBOV|G3805|KM233082|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.947139298,-10.88389497,2014-06-15,,2014,6,15
947,EBOV|G3807|KM233084|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.04706377,-10.81101758,2014-06-15,,2014,6,15
948,EBOV|G3808|KM233085|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.994119465,-10.80989797,2014-06-15,,2014,6,15
949,EBOV|G3809|KM233086|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,7.925687962,-10.802671,2014-06-15,,2014,6,15
950,EBOV|G3810|KM233087|SLE|Kailahun|2014-06-15,SLE,#8392b5,Kailahun,,7.990787947,-10.84492563,8.050078789,-10.86592856,2014-06-15,,2014,6,15
